user_1_activated_account,2024-05-16 20:39:36
user_1_logged_in,2024-05-16 20:39:42
bank_registered_user_2,2024-05-16 20:40:09
user_2_activated_account,2024-05-16 20:40:29
user_2_logged_in,2024-05-16 20:40:35
